	QMCDP007A3_pWPIonly_S1	QMCDP008AB_pWPIonly_S2	QMCDP009AJ_pWPIonly_S3	QMCDP010AM_pWPIHXB_S1	QMCDP011AU_pWPIHXB_S2	QMCDP012A4_pWPIHXB_S3
ENSG00000013810	6227	6826	7435	5046	6566	6614
ENSG00000218422	93	120	106	36	94	110
ENSG00000068078	289	464	301	200	308	224
ENSG00000168924	5273	5333	4304	3247	3524	3328
ENSG00000240455	2	4	4	1	3	4
ENSG00000109685	9704	11226	8580	6166	8231	9325
ENSG00000183504	0	1	0	1	0	0
ENSG00000249784	3	3	3	5	2	3
ENSG00000185049	1695	1698	1789	1210	1597	1587
ENSG00000243449	516	610	1166	357	770	725
ENSG00000185818	825	1583	1578	585	1263	1069
ENSG00000130997	14	45	26	17	70	93
ENSG00000249006	1	0	0	1	2	0
ENSG00000214367	1212	1230	1107	1024	1461	1514
ENSG00000249047	7	2	0	3	0	2
ENSG00000123933	1312	1948	1964	1313	2034	2277
ENSG00000159733	71	165	151	82	154	190
ENSG00000251148	1	3	3	1	1	3
ENSG00000239247	2	0	1	0	0	0
ENSG00000249077	1	1	0	0	0	1
ENSG00000206113	4	3	2	1	2	2
ENSG00000249428	0	2	0	0	0	0
ENSG00000063978	3254	3115	2763	2932	3467	3598
ENSG00000248399	2	2	0	0	0	0
ENSG00000251229	11	5	4	6	8	16
ENSG00000248155	0	0	0	1	0	0
ENSG00000125386	943	1166	778	885	1183	1327
ENSG00000168884	1196	1083	1142	1058	1245	1087
ENSG00000087266	1371	1654	1400	1465	2059	2216
ENSG00000087274	5462	5897	4873	5232	6420	7220
ENSG00000109736	1487	1281	1338	1015	1104	1026
ENSG00000249673	356	420	352	287	401	494
ENSG00000087269	3972	3525	3036	2761	2471	2120
ENSG00000125388	341	353	292	311	411	371
ENSG00000251075	0	0	0	1	0	1
ENSG00000197386	3637	3608	2122	2712	3295	3759
ENSG00000188981	5	4	3	4	9	9
ENSG00000159788	510	794	749	771	1376	1741
ENSG00000248840	1	3	0	1	0	2
ENSG00000109758	0	0	1	1	2	2
ENSG00000175920	1	4	0	2	0	0
ENSG00000261643	20	25	30	9	26	21
ENSG00000163956	1441	1594	1608	1333	1884	1673
ENSG00000270090	0	0	0	2	1	0
ENSG00000250681	0	0	0	1	0	0
ENSG00000184160	1	0	0	0	0	0
ENSG00000253917	0	1	1	0	0	0
ENSG00000251271	9	16	11	7	11	8
ENSG00000251669	140	178	135	103	100	75
ENSG00000250476	1	0	1	0	1	0
ENSG00000243894	0	0	0	1	0	0
ENSG00000132406	679	624	736	552	567	604
ENSG00000145220	3284	2467	2618	1751	1316	1034
ENSG00000168826	194	199	192	222	212	199
ENSG00000168824	131	273	215	341	849	877
ENSG00000168818	971	1026	938	866	1013	952
ENSG00000248221	0	0	0	0	0	1
ENSG00000237170	0	0	1	0	0	1
ENSG00000247708	130	142	84	114	144	161
ENSG00000163132	349	157	172	294	264	257
ENSG00000170891	0	5	2	1	1	0
ENSG00000152953	140	468	269	139	317	246
ENSG00000201496	1	2	1	0	4	3
ENSG00000072840	4	0	0	0	1	0
ENSG00000072832	5	6	0	2	5	2
ENSG00000181215	3	7	1	6	15	20
ENSG00000152969	2163	2748	3104	1389	2357	2923
ENSG00000249896	12	47	46	6	27	48
ENSG00000251408	8	6	7	5	7	11
ENSG00000269908	0	0	6	0	1	0
ENSG00000109501	178	316	256	204	491	525
ENSG00000074211	7	2	4	1	0	0
ENSG00000013288	1257	1483	1025	1119	1740	1750
ENSG00000179010	5811	6908	8039	4641	5614	4878
ENSG00000251580	22	17	20	26	17	15
ENSG00000170846	642	823	868	392	521	539
ENSG00000246526	28	36	27	20	25	23
ENSG00000268791	0	0	0	1	0	0
ENSG00000163993	1	14	30	1	7	10
ENSG00000178988	2154	2207	2309	1597	1962	2015
ENSG00000186222	319	352	441	160	248	236
ENSG00000170871	2271	2257	1540	1878	2070	2491
ENSG00000132405	1809	2075	1317	1359	1663	1680
ENSG00000187904	3	1	0	2	1	3
ENSG00000202392	0	0	0	1	0	2
ENSG00000245748	4	8	5	2	2	5
ENSG00000173013	140	153	133	81	90	69
ENSG00000173011	922	934	886	831	1102	1090
ENSG00000109519	2161	1865	1566	1476	1243	982
ENSG00000245468	2	1	8	3	1	3
ENSG00000184985	1	5	4	4	14	16
ENSG00000272620	5	1	4	0	5	8
ENSG00000196526	837	1048	605	850	1447	1695
ENSG00000228919	0	0	0	1	0	0
ENSG00000163995	57	161	134	33	133	112
ENSG00000273267	0	0	0	0	0	1
ENSG00000250471	7	4	7	3	3	4
ENSG00000125089	1561	2030	2022	726	1680	2241
ENSG00000170801	1	0	0	0	0	0
ENSG00000251615	2	12	7	21	35	34
ENSG00000087008	558	657	579	472	583	505
ENSG00000202054	0	0	0	1	0	0
ENSG00000155275	579	534	398	383	451	351
ENSG00000251186	1	0	0	1	2	1
ENSG00000205959	2	9	5	0	6	3
ENSG00000155269	0	1	0	0	0	0
ENSG00000215612	4	0	1	0	0	0
ENSG00000271057	1	0	0	0	0	0
ENSG00000251313	0	1	0	0	0	1
ENSG00000249767	4	5	2	2	7	2
ENSG00000163612	1	0	2	1	2	3
ENSG00000250268	0	0	0	1	0	0
ENSG00000251624	0	1	0	0	0	0
ENSG00000249866	0	0	0	0	2	0
ENSG00000242034	0	1	0	0	0	1
ENSG00000221275	0	0	0	0	0	1
ENSG00000244004	0	3	2	0	1	2
ENSG00000249799	1	0	0	1	1	2
ENSG00000265901	3	0	0	2	1	0
ENSG00000250942	7	44	33	13	55	66
ENSG00000186234	5	8	6	3	2	3
ENSG00000251087	11	57	58	6	29	26
ENSG00000250425	0	2	0	0	0	0
ENSG00000109667	59	80	54	49	106	86
ENSG00000169676	0	0	0	0	2	0
ENSG00000252002	0	2	0	0	1	0
ENSG00000250413	0	2	0	0	1	0
ENSG00000261490	31	44	31	45	54	72
ENSG00000071127	15587	18585	16285	14911	20451	20289
ENSG00000264931	1	2	0	1	4	1
ENSG00000223086	0	1	1	0	1	1
ENSG00000178163	3166	3417	2128	2211	2555	2958
ENSG00000109684	0	0	0	1	2	0
ENSG00000250896	8	7	10	9	10	5
ENSG00000002587	0	0	0	1	1	2
ENSG00000251152	1	0	0	1	1	3
ENSG00000249631	0	2	0	0	0	1
ENSG00000250371	0	2	0	0	0	0
ENSG00000250098	0	0	3	0	0	0
ENSG00000205940	22	15	22	12	9	9
ENSG00000157869	1003	1001	1188	631	779	708
ENSG00000109705	41	96	106	29	99	84
ENSG00000246095	56	93	106	54	94	74
ENSG00000038219	3373	3825	2387	2858	3870	5200
ENSG00000266240	1	0	1	2	0	0
ENSG00000249148	4	0	0	3	1	0
ENSG00000242209	0	0	0	1	0	0
ENSG00000250634	0	1	0	0	1	0
ENSG00000250497	0	1	0	0	0	0
ENSG00000224569	0	1	1	1	1	1
ENSG00000248698	0	1	0	1	1	1
ENSG00000249988	0	1	0	0	0	0
ENSG00000248360	0	1	0	3	4	2
ENSG00000247624	4	1	0	2	2	0
ENSG00000137449	99	81	60	90	99	123
ENSG00000249252	0	0	0	2	1	1
ENSG00000163145	0	0	3	0	0	0
ENSG00000251379	1	0	0	1	0	1
ENSG00000048342	11	9	4	11	4	16
ENSG00000249930	0	1	0	0	0	0
ENSG00000273133	0	1	1	1	1	0
ENSG00000118564	1270	1384	1388	1166	1380	1462
ENSG00000237765	327	362	436	285	466	573
ENSG00000109743	111	50	33	142	72	49
ENSG00000214846	3	1	1	3	0	2
ENSG00000004468	1222	4694	2980	1598	4836	5426
ENSG00000251644	0	0	0	0	0	1
ENSG00000137441	0	1	0	0	5	6
ENSG00000007062	3	12	16	7	58	72
ENSG00000169762	1989	2463	2354	1770	2645	2709
ENSG00000249234	1	2	2	0	0	0
ENSG00000263327	139	162	135	82	126	138
ENSG00000151552	590	507	488	452	359	269
ENSG00000249581	1	3	1	0	0	0
ENSG00000002549	2509	2090	2030	1854	1844	1547
ENSG00000249502	9	7	11	16	6	16
ENSG00000118579	4101	5297	5046	2785	4413	4622
ENSG00000047662	16	15	15	5	16	15
ENSG00000163257	2404	2526	2079	1864	2453	2669
ENSG00000109805	5409	5257	3984	4020	4760	4268
ENSG00000178177	1019	1041	1189	674	908	1181
ENSG00000235413	2	1	2	2	1	0
ENSG00000248515	1	1	0	0	0	0
ENSG00000249441	0	1	0	0	0	0
ENSG00000241612	3	1	1	0	0	0
ENSG00000145147	56	8	6	34	6	1
ENSG00000163138	456	437	411	282	265	252
ENSG00000185774	55	46	69	19	49	37
ENSG00000272995	2	1	1	3	1	2
ENSG00000250039	3	8	3	0	4	2
ENSG00000152990	1851	2413	1850	1593	2150	1936
ENSG00000238383	0	0	1	0	0	0
ENSG00000244538	10	18	13	4	8	13
ENSG00000249948	1	2	5	0	0	1
ENSG00000237350	38	22	11	25	30	24
ENSG00000248837	0	0	0	0	1	0
ENSG00000249645	0	1	0	0	0	0
ENSG00000249547	0	0	0	0	1	0
ENSG00000109819	3	1	2	2	1	0
ENSG00000249453	1	2	0	0	0	0
ENSG00000109606	11895	11043	9423	7556	8199	8000
ENSG00000207697	13	11	8	3	3	11
ENSG00000249256	1	0	1	1	0	0
ENSG00000261121	0	0	3	0	0	0
ENSG00000181982	3	10	7	3	5	7
ENSG00000153012	2	4	2	3	6	9
ENSG00000109618	1408	1402	1233	999	1243	1419
ENSG00000038210	2131	1991	2059	1107	1529	1515
ENSG00000271172	1	1	3	1	2	2
ENSG00000168228	805	910	705	524	614	550
ENSG00000264496	3	0	0	0	0	3
ENSG00000053900	1597	1343	1347	1043	1085	1110
ENSG00000249320	0	1	0	0	0	2
ENSG00000157765	39	54	27	28	47	30
ENSG00000250050	0	1	2	1	0	5
ENSG00000251353	0	2	0	0	0	0
ENSG00000248654	1	0	0	0	0	0
ENSG00000091490	885	1256	856	999	1496	1258
ENSG00000250541	0	0	0	1	0	0
ENSG00000250317	454	579	638	289	388	333
ENSG00000251009	0	1	0	0	2	0
ENSG00000168214	4036	3997	3136	2895	3911	4183
ENSG00000109680	487	530	473	283	357	323
ENSG00000109689	1243	1130	810	1199	1159	1261
ENSG00000240005	0	3	1	2	2	2
ENSG00000248340	0	0	0	0	1	0
ENSG00000249699	0	0	0	1	2	0
ENSG00000250927	0	0	1	0	0	0
ENSG00000169851	5	1	0	0	1	0
ENSG00000251129	3	1	0	6	1	0
ENSG00000250076	0	0	0	0	1	0
ENSG00000239983	0	1	1	1	0	1
ENSG00000047365	903	988	614	999	1600	1693
ENSG00000248466	0	1	0	0	1	1
ENSG00000247193	3	4	3	3	7	1
ENSG00000197057	5	4	3	9	14	9
ENSG00000261761	0	0	0	0	1	1
ENSG00000174145	0	0	0	0	0	1
ENSG00000154274	5	0	0	3	9	5
ENSG00000248936	3	3	4	5	9	4
ENSG00000181826	119	122	62	150	183	195
ENSG00000239532	0	0	0	1	0	0
ENSG00000169299	3409	3001	2635	2640	2645	2225
ENSG00000249863	89	54	22	59	29	42
ENSG00000065882	4106	4734	3530	3184	4635	4263
ENSG00000250254	1	0	0	0	0	1
ENSG00000251332	3	0	1	4	2	0
ENSG00000249649	0	0	1	0	0	0
ENSG00000231160	3	3	4	3	3	8
ENSG00000196355	0	0	1	0	0	0
ENSG00000109787	243	263	179	193	281	282
ENSG00000174123	1	2	0	0	1	2
ENSG00000174125	9	11	8	18	16	13
ENSG00000174130	8	23	6	27	33	18
ENSG00000197712	1	0	0	0	1	0
ENSG00000121895	115	65	73	92	58	47
ENSG00000109790	802	646	507	559	517	455
ENSG00000249207	0	1	1	2	4	1
ENSG00000249685	4	1	3	1	2	2
ENSG00000157796	997	852	594	774	721	735
ENSG00000035928	5680	6123	3936	3938	4920	4725
ENSG00000206675	1	4	0	0	0	1
ENSG00000134962	8	13	4	6	6	10
ENSG00000163682	9095	11935	15737	7803	8283	6370
ENSG00000121897	489	467	366	348	388	350
ENSG00000224097	1	10	7	6	9	10
ENSG00000109814	1037	736	631	1184	1080	1254
ENSG00000249348	3	3	2	4	4	4
ENSG00000163683	622	867	788	676	1234	1470
ENSG00000255458	13	20	13	18	23	37
ENSG00000078140	5394	5276	4527	3361	4240	3982
ENSG00000252975	1	0	0	0	0	0
ENSG00000243260	1	1	1	0	2	1
ENSG00000180610	5	1	0	4	6	7
ENSG00000121892	11204	11376	7891	7351	8831	9494
ENSG00000252970	0	0	0	1	0	0
ENSG00000250568	2	2	3	2	1	1
ENSG00000231707	1	2	1	2	1	3
ENSG00000249064	1	0	1	0	1	0
ENSG00000205794	2	1	0	3	2	0
ENSG00000078177	1906	2305	1570	1462	2284	2803
ENSG00000248977	0	0	1	0	0	0
ENSG00000260296	23	24	33	12	27	36
ENSG00000168421	2941	3906	4133	4059	5375	5126
ENSG00000250338	0	1	0	2	2	2
ENSG00000249241	10	24	30	12	23	16
ENSG00000174343	161	351	279	129	326	251
ENSG00000163694	4	4	3	7	12	4
ENSG00000179299	0	1	2	1	1	0
ENSG00000163697	1569	1009	600	1047	875	783
ENSG00000250906	3	0	0	0	0	0
ENSG00000238351	0	1	0	1	0	0
ENSG00000154277	24	0	0	0	0	1
ENSG00000064042	11	3	4	4	10	16
ENSG00000249887	0	0	0	0	0	1
ENSG00000109133	4414	3653	3193	2723	3319	4068
ENSG00000182308	28	15	14	27	22	16
ENSG00000272862	3	1	5	3	2	2
ENSG00000014824	3252	3136	2581	2284	2880	2721
ENSG00000249212	1	2	2	0	3	2
ENSG00000188848	2142	1864	1236	1359	1615	1644
ENSG00000178343	27	4	1	16	12	3
ENSG00000124406	1087	1176	734	626	997	1002
ENSG00000248283	3	0	0	0	1	3
ENSG00000260519	2	0	0	0	1	1
ENSG00000251517	0	0	1	5	8	38
ENSG00000213851	0	3	2	0	0	0
ENSG00000251501	0	0	1	0	0	0
ENSG00000124399	1	0	0	0	0	0
ENSG00000183783	0	0	0	0	0	1
ENSG00000177752	0	1	5	1	3	3
ENSG00000151806	2277	2039	1597	1519	1776	1776
ENSG00000163281	1518	1396	1144	1166	1446	1549
ENSG00000273369	21	16	17	15	15	20
ENSG00000163285	1	1	0	1	0	0
ENSG00000249936	75	53	62	49	51	51
ENSG00000109158	0	1	2	0	0	0
ENSG00000260918	0	2	1	0	1	1
ENSG00000169019	923	747	925	610	617	563
ENSG00000145246	165	110	62	184	142	133
ENSG00000248254	0	0	0	0	1	0
ENSG00000145244	9	6	4	6	4	1
ENSG00000242262	7	9	13	12	12	15
ENSG00000259959	131	216	161	85	138	169
ENSG00000170448	1189	1113	797	965	901	862
ENSG00000163293	15	12	6	10	15	10
ENSG00000198515	3	7	10	1	4	1
ENSG00000074966	51	121	104	93	335	400
ENSG00000253050	0	0	0	0	1	0
ENSG00000135605	104	60	56	77	77	59
ENSG00000202014	1	1	0	0	0	0
ENSG00000109171	2075	2127	1566	1415	1767	1897
ENSG00000145248	1	3	3	0	1	1
ENSG00000075539	5356	4858	2192	4670	5190	5597
ENSG00000109180	3704	3502	3588	2812	3432	3279
ENSG00000248256	4	6	9	4	4	11
ENSG00000145247	2034	2267	2398	2355	2430	2332
ENSG00000249079	2	0	0	0	1	0
ENSG00000250016	0	2	0	0	1	1
ENSG00000237961	1	0	0	1	1	0
ENSG00000251056	1	0	1	1	1	1
ENSG00000251630	1	0	0	0	1	0
ENSG00000251539	0	1	0	0	0	0
ENSG00000109184	778	783	681	603	846	855
ENSG00000250473	0	1	0	0	1	0
ENSG00000272576	2	3	0	1	0	1
ENSG00000188993	5	12	7	7	11	17
ENSG00000163069	926	887	661	934	1101	1150
ENSG00000163071	2	1	0	0	0	1
ENSG00000109189	928	899	675	872	1121	1123
ENSG00000248866	22	29	12	16	24	28
ENSG00000226950	2124	2069	1596	1187	1081	815
ENSG00000264585	1	2	1	0	0	1
ENSG00000212588	5	10	6	10	1	5
ENSG00000248375	24	19	16	12	13	10
ENSG00000226887	9	6	1	4	3	4
ENSG00000250302	1	5	0	0	4	1
ENSG00000128045	3	17	17	3	10	4
ENSG00000184178	772	716	553	517	439	376
ENSG00000248115	2	3	1	6	0	3
ENSG00000145216	2690	2866	2473	2198	2416	2584
ENSG00000072201	58	63	72	48	76	122
ENSG00000229585	1	1	0	2	0	1
ENSG00000272650	0	3	7	1	0	5
ENSG00000109220	446	515	478	417	554	590
ENSG00000269506	1	0	0	0	1	0
ENSG00000180613	0	0	0	2	1	0
ENSG00000134853	0	0	0	1	0	0
ENSG00000251264	0	2	5	0	0	0
ENSG00000157404	56	1063	592	59	1031	910
ENSG00000248317	0	1	0	0	0	0
ENSG00000128039	1102	1525	1110	838	885	725
ENSG00000251111	0	2	1	0	1	1
ENSG00000249700	31	38	36	18	38	32
ENSG00000273257	4	6	13	8	4	5
ENSG00000134851	1183	1139	1194	1033	1311	1218
ENSG00000203615	1	0	1	1	2	1
ENSG00000239040	6	4	1	2	2	8
ENSG00000134852	587	727	395	486	744	815
ENSG00000223305	1	1	1	0	0	1
ENSG00000272969	4	6	9	1	1	2
ENSG00000109255	5	0	0	3	0	0
ENSG00000250821	1	0	0	1	0	0
ENSG00000090989	1214	1271	1104	1036	1461	1435
ENSG00000202358	0	0	1	1	0	0
ENSG00000222954	0	0	0	0	0	1
ENSG00000174799	1436	1285	981	1083	1385	1651
ENSG00000109265	193	586	363	312	1091	1269
ENSG00000252489	0	0	0	0	1	0
ENSG00000250324	0	1	0	0	0	0
ENSG00000157426	635	601	460	398	440	486
ENSG00000242083	1	0	3	3	1	0
ENSG00000269921	16	14	13	8	15	10
ENSG00000128059	3119	2979	2325	1903	1922	1703
ENSG00000270147	4	7	11	4	3	11
ENSG00000268171	0	0	0	0	1	0
ENSG00000128050	22313	18490	13962	11257	9363	7322
ENSG00000270109	18	17	26	16	11	17
ENSG00000174780	9512	9425	7739	6328	7657	7083
ENSG00000196503	2	1	1	1	7	1
ENSG00000249693	0	0	1	0	2	1
ENSG00000248590	4	3	3	9	6	3
ENSG00000171476	3	0	0	0	0	0
ENSG00000227040	0	0	3	0	0	0
ENSG00000265894	3	0	0	0	1	0
ENSG00000128040	207	398	460	315	537	368
ENSG00000251799	1	0	1	2	3	4
ENSG00000084093	2988	2651	1855	2644	3183	4004
ENSG00000269949	11	8	11	8	7	13
ENSG00000084092	1516	1886	1617	1080	1427	1342
ENSG00000047315	10461	9496	6941	8362	8687	8222
ENSG00000238579	0	0	1	0	0	0
ENSG00000251703	0	0	1	1	1	2
ENSG00000163453	1	3	7	3	5	2
ENSG00000245067	0	0	1	0	0	0
ENSG00000250375	2	0	0	0	0	0
ENSG00000150471	11	6	5	3	0	7
ENSG00000226439	0	0	0	0	0	2
ENSG00000225405	5	14	10	6	3	4
ENSG00000250249	0	0	2	0	0	0
ENSG00000180673	2	2	1	3	2	2
ENSG00000250775	0	6	1	4	10	2
ENSG00000205678	0	0	0	0	0	1
ENSG00000250125	6	11	11	0	1	4
ENSG00000145242	7	18	8	0	0	0
ENSG00000243199	80	108	121	87	79	57
ENSG00000250846	1	0	0	0	0	0
ENSG00000248479	1	0	0	0	0	0
ENSG00000236562	4	3	1	2	2	4
ENSG00000250075	1	9	3	1	6	9
ENSG00000206629	0	0	0	0	0	1
ENSG00000250030	0	1	0	0	2	2
ENSG00000145241	1108	944	897	749	910	1166
ENSG00000035720	3	18	17	0	2	0
ENSG00000033178	3827	3377	2947	2677	3222	3649
ENSG00000270257	3	4	2	1	0	8
ENSG00000248049	195	195	171	249	230	232
ENSG00000250656	2	3	3	0	2	1
ENSG00000270228	10	15	7	13	8	10
ENSG00000270292	1	2	1	2	2	5
ENSG00000109163	8	5	2	9	11	21
ENSG00000202374	1	1	0	0	0	0
ENSG00000232398	1	1	0	0	0	1
ENSG00000153802	0	0	1	0	1	0
ENSG00000187054	0	4	3	0	1	0
ENSG00000227725	5	6	3	6	6	10
ENSG00000198092	0	0	0	0	0	2
ENSG00000215127	0	0	0	0	0	2
ENSG00000185873	1	0	0	0	0	0
ENSG00000083896	3162	3365	2713	2553	3006	3127
ENSG00000162840	3	2	4	1	3	0
ENSG00000087128	0	0	0	1	0	0
ENSG00000251529	0	0	1	0	0	0
ENSG00000171234	0	0	1	0	0	0
ENSG00000251427	2	0	0	0	0	0
ENSG00000213759	0	0	0	0	1	0
ENSG00000173597	47	104	55	137	444	631
ENSG00000109193	0	0	1	0	0	0
ENSG00000126545	0	2	3	0	0	1
ENSG00000135222	5	8	10	0	1	1
ENSG00000126549	6	10	7	2	1	1
ENSG00000205649	2	3	5	1	0	0
ENSG00000126550	0	0	0	0	0	1
ENSG00000234124	0	0	0	0	1	0
ENSG00000187533	0	2	1	0	0	1
ENSG00000171201	0	1	0	0	0	0
ENSG00000171195	1	1	0	0	0	0
ENSG00000132464	6	5	0	0	1	0
ENSG00000132465	5	21	18	2	0	2
ENSG00000132467	1956	1979	1810	1271	1314	1065
ENSG00000207448	0	1	1	1	0	0
ENSG00000207058	0	0	0	0	1	1
ENSG00000272986	28	64	95	25	20	29
ENSG00000018189	1258	1652	1340	1246	1922	2411
ENSG00000238318	0	0	0	0	1	0
ENSG00000132463	8822	8213	7681	5892	6200	6353
ENSG00000207007	0	0	0	1	1	0
ENSG00000173542	4586	5396	4419	2914	4709	5719
ENSG00000156136	4281	4515	5219	3038	4554	5023
ENSG00000080493	1366	1054	622	1268	1140	1258
ENSG00000145321	0	0	1	0	1	0
ENSG00000056291	1	1	0	0	0	1
ENSG00000156140	67	5	5	56	10	4
ENSG00000272859	0	0	1	0	2	3
ENSG00000163626	1136	952	1044	706	808	813
ENSG00000132466	6373	6802	3092	4788	5424	5662
ENSG00000248641	3	4	1	1	2	1
ENSG00000250220	15	7	3	6	10	8
ENSG00000221639	0	0	0	2	1	1
ENSG00000249976	0	0	0	0	0	1
ENSG00000163631	1	0	1	0	2	4
ENSG00000079557	0	0	0	0	1	0
ENSG00000169435	0	5	5	0	1	0
ENSG00000169429	1	0	0	0	0	1
ENSG00000249920	1	1	1	0	0	1
ENSG00000163735	0	4	8	2	0	0
ENSG00000163734	36	63	50	19	26	21
ENSG00000248848	0	1	0	0	0	1
ENSG00000163738	499	430	422	349	357	361
ENSG00000269559	4	3	6	3	1	1
ENSG00000182585	1	4	0	1	3	1
ENSG00000124882	1	0	0	0	0	1
ENSG00000169116	69	13	9	52	16	17
ENSG00000260265	0	0	0	5	0	0
ENSG00000250735	0	0	0	0	1	0
ENSG00000163743	1344	1165	1118	1026	1040	1028
ENSG00000174796	633	575	502	410	617	566
ENSG00000174792	0	0	1	0	0	1
ENSG00000138769	2	1	0	1	1	1
ENSG00000138757	10140	9319	6764	7402	8585	8451
ENSG00000138768	3498	3927	2943	2835	3620	3261
ENSG00000229717	1	0	0	0	0	0
ENSG00000156194	0	0	1	0	4	1
ENSG00000138744	791	568	594	703	687	493
ENSG00000198301	2214	1975	1514	1487	1550	1526
ENSG00000268788	1	0	0	0	0	0
ENSG00000245928	0	2	1	0	2	0
ENSG00000138755	1	2	0	0	0	0
ENSG00000156219	1	3	2	2	0	1
ENSG00000169245	0	2	0	0	0	0
ENSG00000169248	0	2	0	0	0	1
ENSG00000265931	0	1	0	0	0	0
ENSG00000138750	3017	2854	2628	1923	2130	2043
ENSG00000138760	1187	1624	1051	1515	2561	2276
ENSG00000189157	1	1	1	1	3	2
ENSG00000118804	2	0	0	0	0	0
ENSG00000163749	1	2	0	0	2	3
ENSG00000249858	10	4	4	1	1	2
ENSG00000138771	2	19	12	1	2	1
ENSG00000186212	0	0	0	0	0	1
ENSG00000138758	5237	4029	2566	4470	4281	4214
ENSG00000234036	0	0	0	0	1	3
ENSG00000118816	9863	10644	9612	7326	10072	11830
ENSG00000214062	3	2	0	0	1	1
ENSG00000271676	0	0	1	0	0	0
ENSG00000138764	1666	2249	2480	1894	3532	4691
ENSG00000156234	0	0	1	0	0	0
ENSG00000221711	0	0	0	0	1	0
ENSG00000138767	3410	3453	2239	1737	2424	2685
ENSG00000169288	979	905	923	774	715	629
ENSG00000248640	1	0	1	0	3	0
ENSG00000138759	15	3	0	12	7	8
ENSG00000249565	39	32	38	37	20	27
ENSG00000138772	255	349	319	151	171	87
ENSG00000200998	0	1	0	0	0	0
ENSG00000238816	0	0	1	0	1	0
ENSG00000251442	11	16	3	6	12	14
ENSG00000260278	5	2	4	3	3	7
ENSG00000138756	1746	1490	777	1084	1084	1108
ENSG00000163291	2164	2309	2011	1532	2057	1870
ENSG00000242175	0	0	0	0	0	1
ENSG00000249307	35	51	63	14	53	44
ENSG00000156269	1	0	2	0	1	3
ENSG00000250334	0	0	1	0	0	0
ENSG00000249646	0	5	6	0	2	0
ENSG00000251399	2	0	2	0	0	0
ENSG00000248408	2	2	4	0	1	0
ENSG00000251321	0	2	0	0	0	0
ENSG00000163297	142	526	273	205	494	446
ENSG00000236530	0	0	0	1	1	0
ENSG00000244002	2	3	0	0	0	0
ENSG00000248719	0	1	0	0	1	1
ENSG00000152784	182	374	363	108	175	221
ENSG00000138675	1	1	0	1	0	0
ENSG00000197826	0	0	1	0	0	0
ENSG00000152785	3	1	0	2	1	0
ENSG00000138669	177	374	347	133	376	380
ENSG00000251059	0	2	2	0	2	1
ENSG00000138670	108	149	111	92	145	156
ENSG00000251331	0	0	1	0	0	0
ENSG00000250826	0	0	1	1	0	0
ENSG00000234568	5	3	1	4	0	7
ENSG00000273156	1	5	9	3	0	3
ENSG00000138668	21459	21247	19795	13663	15114	13116
ENSG00000272677	26	47	57	17	35	40
ENSG00000250325	3	0	0	5	2	4
ENSG00000202440	0	0	0	0	1	1
ENSG00000152795	12771	10456	11021	8013	7835	8169
ENSG00000145293	2895	2314	2286	1761	1858	1594
ENSG00000249242	124	179	137	117	262	229
ENSG00000214988	0	0	0	0	1	0
ENSG00000227304	0	0	2	1	0	1
ENSG00000248113	1	4	1	3	4	4
ENSG00000145284	1467	1880	1808	1265	2136	2506
ENSG00000270480	8	6	6	6	5	4
ENSG00000207746	0	1	0	0	0	0
ENSG00000270842	0	0	1	0	0	0
ENSG00000138674	2289	2380	1329	2174	2443	2479
ENSG00000251022	1086	1054	1241	766	1045	1102
ENSG00000168152	366	340	330	304	348	322
ENSG00000189308	1562	1441	1258	1580	1834	2053
ENSG00000199530	1	1	0	0	0	1
ENSG00000252834	0	2	0	0	0	0
ENSG00000251874	0	0	0	0	0	1
ENSG00000138663	2344	2195	2393	1713	1773	1507
ENSG00000145287	752	582	617	619	776	738
ENSG00000250057	1	0	0	6	1	0
ENSG00000250677	0	0	0	3	3	0
ENSG00000248401	0	0	0	2	0	0
ENSG00000173085	435	360	321	255	252	251
ENSG00000173083	6	1	0	6	6	3
ENSG00000163312	624	635	633	625	740	766
ENSG00000163319	941	912	1077	722	742	722
ENSG00000163322	641	810	611	417	744	679
ENSG00000213608	5	1	0	0	1	4
ENSG00000239525	0	0	0	1	0	0
ENSG00000138678	422	446	304	329	335	203
ENSG00000163623	4	2	1	0	0	4
ENSG00000163624	72	29	8	46	32	9
ENSG00000163625	954	1147	493	1142	1410	1626
ENSG00000252062	1	0	0	0	0	1
ENSG00000180769	25	15	13	24	37	35
ENSG00000138639	3	4	1	7	1	2
ENSG00000261496	0	0	1	0	0	0
ENSG00000109339	7	7	1	1	8	4
ENSG00000163629	50	0	1	28	1	3
ENSG00000243312	2	0	0	1	0	1
ENSG00000163633	26	34	26	27	35	28
ENSG00000251411	2	2	2	2	2	3
ENSG00000172493	3052	3492	1659	2146	2792	3103
ENSG00000235043	4	17	11	5	4	4
ENSG00000145332	1677	1455	880	1109	1271	1191
ENSG00000248196	3	5	0	0	1	4
ENSG00000248180	5	4	1	4	2	3
ENSG00000170509	16	15	29	6	16	36
ENSG00000255723	0	0	0	0	0	6
ENSG00000198189	832	966	930	728	998	959
ENSG00000249262	0	0	0	0	0	1
ENSG00000170502	409	429	449	335	328	278
ENSG00000272856	0	0	0	0	1	0
