ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0036002	pre-mRNA binding	1/1264	33/22744	0.848667804488148	0.889441788390931	0.643799745833408	20682	1
GO:0070273	phosphatidylinositol-4-phosphate binding	1/1264	33/22744	0.848667804488148	0.889441788390931	0.643799745833408	69601	1
GO:0000993	RNA polymerase II complex binding	1/1264	34/22744	0.857090326399424	0.897266435449397	0.649463416973247	239528	1
GO:0042165	neurotransmitter binding	2/1264	61/22744	0.8600812930983	0.899393815971243	0.651003267087254	17161/15925	2
GO:0015276	ligand-gated ion channel activity	5/1264	132/22744	0.863671147686763	0.901138527842251	0.652266132261533	94178/11749/16438/19414/16511	5
GO:0022834	ligand-gated channel activity	5/1264	132/22744	0.863671147686763	0.901138527842251	0.652266132261533	94178/11749/16438/19414/16511	5
GO:0022836	gated channel activity	14/1264	324/22744	0.866733022555004	0.90332841684066	0.653851227541494	94178/234839/11749/16499/12291/208795/16410/16438/19414/29876/102566/68667/16511/667742	14
GO:0003724	RNA helicase activity	1/1264	36/22744	0.872556164010351	0.906376170367341	0.656057266173196	56200	1
GO:0004004	ATP-dependent RNA helicase activity	1/1264	36/22744	0.872556164010351	0.906376170367341	0.656057266173196	56200	1
GO:0004864	protein phosphatase inhibitor activity	1/1264	36/22744	0.872556164010351	0.906376170367341	0.656057266173196	269016	1
GO:0008186	RNA-dependent ATPase activity	1/1264	37/22744	0.879650096047118	0.912734281075439	0.660659422392165	56200	1
GO:0008026	ATP-dependent helicase activity	2/1264	65/22744	0.883033363140569	0.914222179498735	0.661736399704505	56200/208084	2
GO:0070035	purine NTP-dependent helicase activity	2/1264	65/22744	0.883033363140569	0.914222179498735	0.661736399704505	56200/208084	2
GO:0004520	endodeoxyribonuclease activity	1/1264	39/22744	0.89267616280246	0.920636687310581	0.666379377528139	69537	1
GO:0005272	sodium channel activity	1/1264	39/22744	0.89267616280246	0.920636687310581	0.666379377528139	269356	1
GO:0004722	protein serine/threonine phosphatase activity	2/1264	67/22744	0.893154995152056	0.920636687310581	0.666379377528139	98432/52468	2
GO:0005254	chloride channel activity	2/1264	67/22744	0.893154995152056	0.920636687310581	0.666379377528139	55963/29876	2
GO:0001103	RNA polymerase II repressing transcription factor binding	1/1264	40/22744	0.898650940614294	0.925284942147319	0.669743898198879	56070	1
GO:0015108	chloride transmembrane transporter activity	3/1264	94/22744	0.900120013198151	0.925781329363888	0.670103195421061	20499/55963/29876	3
GO:0004497	monooxygenase activity	5/1264	143/22744	0.904533791070382	0.928285225409211	0.671915576690541	13121/20775/56050/66234/14261	5
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	5/1264	143/22744	0.904533791070382	0.928285225409211	0.671915576690541	14056/59035/67956/107823/208266	5
GO:0003678	DNA helicase activity	1/1264	42/22744	0.909621859749685	0.932486671524814	0.674956686268101	208084	1
GO:0008565	protein transporter activity	2/1264	71/22744	0.910998410318101	0.932878284801724	0.675240145547202	70572/233726	2
GO:1990939	ATP-dependent microtubule motor activity	1/1264	47/22744	0.932133905765443	0.953480483760071	0.690152521630845	16582	1
GO:0022839	ion gated channel activity	12/1264	315/22744	0.93844033537303	0.958885658583772	0.694064919522537	94178/11749/16499/12291/208795/16410/16438/19414/29876/102566/68667/16511	12
GO:0019894	kinesin binding	1/1264	49/22744	0.939482533294682	0.958906002426998	0.694079644894416	233406	1
GO:0015079	potassium ion transmembrane transporter activity	5/1264	158/22744	0.942847803494575	0.96129482573686	0.695808733700229	20499/16499/11931/11928/16511	5
GO:0008528	G protein-coupled peptide receptor activity	4/1264	138/22744	0.952135487237215	0.969710192213363	0.701899982019548	19062/14063/12778/14062	4
GO:0005244	voltage-gated ion channel activity	6/1264	189/22744	0.954823542029516	0.970340717685467	0.702356371795675	16499/12291/16410/29876/68667/16511	6
GO:0022832	voltage-gated channel activity	6/1264	189/22744	0.954823542029516	0.970340717685467	0.702356371795675	16499/12291/16410/29876/68667/16511	6
GO:0005249	voltage-gated potassium channel activity	2/1264	86/22744	0.955919844518385	0.970403478526239	0.702401799629025	16499/16511	2
GO:0022843	voltage-gated cation channel activity	4/1264	141/22744	0.957373294221	0.97082827024789	0.702709274278856	16499/12291/16410/16511	4
GO:0004536	deoxyribonuclease activity	1/1264	57/22744	0.961739809831723	0.974202960715071	0.705151957873663	69537	1
GO:0001653	peptide receptor activity	4/1264	147/22744	0.966295363320738	0.977161098474168	0.707293130418402	19062/14063/12778/14062	4
GO:0005507	copper ion binding	1/1264	60/22744	0.967785352326761	0.977161098474168	0.707293130418402	16949	1
GO:0008173	RNA methyltransferase activity	1/1264	60/22744	0.967785352326761	0.977161098474168	0.707293130418402	116940	1
GO:0051536	iron-sulfur cluster binding	1/1264	64/22744	0.97438785699417	0.981714081482848	0.710588691007111	11761	1
GO:0051540	metal cluster binding	1/1264	64/22744	0.97438785699417	0.981714081482848	0.710588691007111	11761	1
GO:0035064	methylated histone binding	2/1264	107/22744	0.984096626890405	0.988932281477441	0.715813400912299	12419/12648	2
GO:0140034	methylation-dependent protein binding	2/1264	107/22744	0.984096626890405	0.988932281477441	0.715813400912299	12419/12648	2
GO:0008395	steroid hydroxylase activity	1/1264	73/22744	0.98471508624726	0.988932281477441	0.715813400912299	56050	1
GO:0005267	potassium channel activity	2/1264	122/22744	0.992467063660895	0.995651449961411	0.720676899590518	16499/16511	2
GO:0005179	hormone activity	2/1264	127/22744	0.994144697119653	0.996268937925464	0.721123852499073	20856/624219	2
GO:0034987	immunoglobulin receptor binding	1/1264	144/22744	0.999741482140691	0.999995156836994	0.723820980989632	192176	1
GO:0003823	antigen binding	1/1264	213/22744	0.999995156836994	0.999995156836994	0.723820980989632	64540	1
